TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount
10059,CUST-005,PROD-012,2023-01-03 10:00:00,6,0.1,2536.97
10060,CUST-089,PROD-003,2023-01-03 11:00:00,4,0.05,605.57
10061,CUST-096,PROD-013,2023-01-03 12:00:00,8,0.2,1644.42
10062,CUST-078,PROD-008,2023-01-03 13:00:00,7,0.05,1252.2
10063,CUST-074,PROD-008,2023-01-03 13:00:00,0,0.05,0.0
10064,CUST-044,PROD-017,2023-01-03 15:00:00,2,0.05,49.86
10065,CUST-099,PROD-017,2023-01-03 16:00:00,1,0.0,26.24
10066,CUST-073,PROD-014,2023-01-03 17:00:00,4,0.05,720.82
10067,CUST-051,PROD-011,2023-01-03 18:00:00,6,0.05,1594.92
10068,CUST-039,PROD-009,2023-01-03 19:00:00,2,0.1,599.71
10069,CUST-034,PROD-017,2032-12-31 20:00:00,7,0.2,146.94
10070,CUST-086,PROD-007,2023-01-03 21:00:00,7,0.0,983.43
10071,CUST-077,PROD-018,2023-01-03 22:00:00,8,0.1,2810.74
10072,CUST-098,PROD-007,2023-01-03 23:00:00,1,0.05,133.47
10073,CUST-084,PROD-006,2023-01-04 00:00:00,7,0.05,762.49
10074,CUST-056,PROD-001,2023-01-04 01:00:00,5,0.1,757.22
10075,CUST-052,PROD-013,2023-01-04 02:00:00,8,0.0,2055.52
10076,CUST-035,PROD-004,2023-01-04 03:00:00,1,0.0,335.53
10077,CUST-034,PROD-004,2023-01-04 04:00:00,1,0.05,318.75
10078,CUST-021,PROD-008,2023-01-04 05:00:00,9,0.2,1355.76
10079,CUST-091,PROD-007,2023-01-04 06:00:00,3,0.05,400.4
10080,CUST-090,PROD-013,2023-01-04 07:00:00,-8,0.1,-1849.97
10081,CUST-020,PROD-011,2023-01-04 08:00:00,4,0.0,1119.24
10082,CUST-100,PROD-018,2023-01-04 09:00:00,1,0.1,
10083,CUST-084,PROD-003,2023-01-04 10:00:00,4,0.05,605.57
10084,CUST-002,PROD-010,2023-01-04 11:00:00,6,0.0,349.26
10085,CUST-060,PROD-011,2023-01-04 12:00:00,7,0.1,1762.8
10086,CUST-054,PROD-006,2023-01-04 13:00:00,1,0.2,91.73
10087,CUST-003,PROD-009,2023-01-04 14:00:00,9,0.1,2698.68
10088,CUST-085,PROD-007,2023-01-04 15:00:00,2,0.2,224.78
10089,CUST-033,PROD-007,2023-01-04 15:00:00,8,0.1,1011.53
10090,CUST-081,PROD-005,2023-01-04 17:00:00,3,0.1,673.6
10091,CUST-085,PROD-006,2023-01-04 18:00:00,8,0.05,
10092,CUST-070,PROD-020,2023-01-04 19:00:00,8,0.05,1044.09
10093,CUST-073,PROD-018,2023-01-04 20:00:00,2,0.1,702.68
10094,CUST-023,PROD-020,2023-01-04 21:00:00,2,0.2,219.81
10095,CUST-073,PROD-004,2023-01-04 22:00:00,2,0.0,671.06
10096,CUST-038,PROD-011,2023-01-04 23:00:00,1,0.05,265.82
10097,CUST-054,PROD-012,2023-01-05 00:00:00,8,0.2,3006.78
10098,CUST-022,PROD-015,2023-01-05 01:00:00,7,0.05,1805.81
10099,CUST-074,PROD-019,2023-01-05 02:00:00,6,0.0,1162.02
10100,CUST-056,PROD-001,2023-01-05 03:00:00,7,0.1,1060.1
10101,CUST-025,PROD-014,2023-01-05 04:00:00,2,0.1,341.44
10102,CUST-097,PROD-009,2023-01-05 05:00:00,2,0.0,666.34
10103,CUST-063,PROD-005,2023-01-05 06:00:00,7,0.0,1746.36
10104,CUST-074,PROD-017,2023-01-05 07:00:00,2,0.2,41.98
10105,CUST-058,PROD-007,2023-01-05 08:00:00,3,0.0,421.47
10106,CUST-021,PROD-017,2023-01-05 09:00:00,8,0.2,167.94
10107,CUST-049,PROD-019,2023-01-05 10:00:00,1,0.0,193.67
10108,CUST-036,PROD-008,2023-01-05 11:00:00,4,0.0,753.2
10109,CUST-081,PROD-004,2023-01-05 12:00:00,9,0.1,2717.79
10110,CUST-072,PROD-002,2023-01-05 13:00:00,9,0.2,2841.98
10111,CUST-030,PROD-013,2023-01-05 14:00:00,8,0.0,2055.52
10112,CUST-036,PROD-008,2023-01-05 15:00:00,2,0.2,301.28
10113,CUST-092,PROD-015,2023-01-05 16:00:00,9,0.2,1955.16
10114,CUST-090,PROD-016,2023-01-05 17:00:00,7,0.2,2395.74
10115,CUST-063,PROD-001,2023-01-05 18:00:00,6,0.0,1009.62
10116,CUST-080,PROD-007,2023-01-05 19:00:00,2,0.05,266.93
10117,CUST-011,PROD-003,2023-01-05 20:00:00,2,0.05,
10118,CUST-067,PROD-012,2023-01-05 21:00:00,4,0.2,1503.39
10119,CUST-094,PROD-020,2023-01-05 22:00:00,9,0.1,1112.78
10120,CUST-073,PROD-018,2023-01-05 23:00:00,2,0.2,624.61
10121,CUST-025,PROD-018,2023-01-06 00:00:00,3,0.05,1112.58
10122,CUST-042,PROD-010,2023-01-06 01:00:00,1,0.1,52.39
10123,CUST-009,PROD-020,2023-01-06 02:00:00,5,0.1,618.21
10124,CUST-035,PROD-016,2023-01-06 03:00:00,9,0.2,3080.23
10125,CUST-078,PROD-020,2023-01-06 04:00:00,1,0.2,109.9
10126,CUST-100,PROD-017,2023-01-06 05:00:00,9,0.05,224.35
10127,CUST-096,PROD-003,2023-01-06 06:00:00,6,0.05,908.35
10128,CUST-073,PROD-012,2023-01-06 07:00:00,3,0.0,1409.43
10129,CUST-096,PROD-008,2023-01-06 08:00:00,3,0.2,451.92
10130,CUST-031,PROD-001,2023-01-06 09:00:00,1,0.0,168.27
10131,CUST-057,PROD-016,2023-01-06 10:00:00,8,0.0,3422.48
10132,CUST-043,PROD-012,2023-01-06 11:00:00,5,0.05,2231.6
10133,CUST-071,PROD-014,2023-01-06 12:00:00,9,0.1,1536.49
10134,CUST-023,PROD-017,2023-01-06 13:00:00,4,0.2,83.97
10135,CUST-083,PROD-009,2023-01-06 14:00:00,8,0.1,2398.82
10136,CUST-085,PROD-001,2023-01-06 15:00:00,4,0.2,538.46
10137,CUST-027,PROD-019,2023-01-06 16:00:00,7,0.05,1287.91
10138,CUST-048,PROD-001,2023-01-06 17:00:00,3,0.2,403.85
10139,CUST-059,PROD-013,2023-01-06 18:00:00,7,0.2,1438.86
10140,CUST-086,PROD-013,2023-01-06 19:00:00,6,0.2,1233.31
10141,CUST-031,PROD-007,2023-01-06 20:00:00,6,0.2,674.35
10142,CUST-015,PROD-016,2023-01-06 21:00:00,6,0.2,
10143,CUST-071,PROD-012,2023-01-06 22:00:00,2,0.0,939.62
10144,CUST-014,PROD-018,2023-01-06 23:00:00,9,0.05,3337.75
10145,CUST-038,PROD-012,2023-01-07 00:00:00,9,0.05,4016.88
10146,CUST-022,PROD-005,2023-01-07 01:00:00,2,0.2,399.17
10147,CUST-023,PROD-004,2023-01-07 02:00:00,5,0.1,1509.88
10148,CUST-023,PROD-015,2023-01-07 03:00:00,2,0.1,488.79
10149,CUST-095,PROD-020,2023-01-07 04:00:00,5,0.0,686.9
10150,CUST-097,PROD-006,2023-01-07 04:00:00,7,0.05,762.49
10151,CUST-011,PROD-005,2023-01-07 06:00:00,9,0.2,1796.26
10152,CUST-040,PROD-012,2023-01-07 07:00:00,6,0.05,2677.92
10153,CUST-065,PROD-007,2023-01-07 08:00:00,7,0.05,
10154,CUST-026,PROD-010,2023-01-07 09:00:00,8,0.05,442.4
10155,CUST-075,PROD-009,2023-01-07 10:00:00,2,0.05,633.02
10156,CUST-037,PROD-016,2023-01-07 11:00:00,4,0.1,1540.12
10157,CUST-033,PROD-005,2023-01-07 12:00:00,3,0.1,673.6
10158,CUST-019,PROD-008,2023-01-07 13:00:00,3,0.2,451.92
10159,CUST-023,PROD-002,2023-01-07 14:00:00,5,0.1,1776.24
10160,CUST-067,PROD-002,2023-01-07 15:00:00,5,0.05,1874.92
10161,CUST-005,PROD-010,2023-01-07 16:00:00,2,0.0,116.42
10162,CUST-081,PROD-013,2023-01-07 17:00:00,9,0.2,1849.97
10163,CUST-019,PROD-009,2023-01-07 18:00:00,1,0.0,333.17
10164,CUST-022,PROD-012,2023-01-07 19:00:00,5,0.1,2114.15
10165,CUST-044,PROD-002,2023-01-07 20:00:00,0,0.05,0.0
10166,CUST-056,PROD-010,2023-01-07 21:00:00,1,0.1,52.39
10167,CUST-033,PROD-010,2023-01-07 22:00:00,6,0.0,349.26
10168,CUST-038,PROD-008,2023-01-07 23:00:00,5,0.1,847.35
10169,CUST-064,PROD-011,2023-01-08 00:00:00,2,0.2,447.7
10170,CUST-014,PROD-013,2023-01-08 01:00:00,7,0.0,1798.58
10171,CUST-068,PROD-010,2023-01-08 02:00:00,1,0.0,58.21
10172,CUST-048,PROD-009,2023-01-08 03:00:00,7,0.2,1865.75
10173,CUST-090,PROD-002,2023-01-08 04:00:00,2,0.0,789.44
10174,CUST-017,PROD-017,2023-01-08 05:00:00,5,0.2,104.96
10175,CUST-048,PROD-002,2023-01-08 06:00:00,-6,0.1,-2131.49
10176,CUST-009,PROD-016,2023-01-08 07:00:00,6,0.05,2438.52
10177,CUST-005,PROD-010,2023-01-08 08:00:00,5,0.05,
10178,CUST-017,PROD-004,2023-01-08 09:00:00,4,0.05,1275.01
10179,CUST-098,PROD-020,2023-01-08 10:00:00,7,0.05,913.58
10180,CUST-049,PROD-001,2023-01-08 11:00:00,4,0.0,673.08
10181,CUST-008,PROD-004,2023-01-08 11:00:00,2,0.2,536.85
10182,CUST-040,PROD-004,2023-01-08 13:00:00,9,0.1,2717.79
10183,CUST-089,PROD-008,2023-01-08 14:00:00,8,0.1,
10184,CUST-055,PROD-020,2023-01-08 15:00:00,2,0.0,274.76
10185,CUST-079,PROD-001,2023-01-08 16:00:00,6,0.2,807.7
10186,CUST-079,PROD-018,2023-01-08 16:00:00,7,0.2,2186.13
10187,CUST-100,PROD-009,2023-01-08 18:00:00,5,0.2,1332.68
10188,CUST-051,PROD-017,2023-01-08 19:00:00,4,0.0,104.96
10189,CUST-085,PROD-005,2023-01-08 20:00:00,6,0.0,1496.88
10190,CUST-051,PROD-012,2023-01-08 21:00:00,7,0.05,3124.24
10191,CUST-024,PROD-008,2023-01-08 22:00:00,4,0.2,602.56
10192,CUST-009,PROD-009,2023-01-08 23:00:00,3,0.1,899.56
10193,CUST-056,PROD-014,2023-01-09 00:00:00,3,0.2,455.26
10194,CUST-063,PROD-013,2023-01-09 01:00:00,6,0.0,1541.64
10195,CUST-095,PROD-001,2023-01-09 02:00:00,8,0.2,1076.93
10196,CUST-027,PROD-016,2023-01-09 03:00:00,2,0.05,812.84
10197,CUST-002,PROD-020,2023-01-09 04:00:00,6,0.2,659.42
10198,CUST-075,PROD-006,2023-01-09 05:00:00,1,0.05,
10199,CUST-056,PROD-004,2023-01-09 06:00:00,8,0.2,2147.39
10200,CUST-025,PROD-017,2023-01-09 07:00:00,9,0.2,188.93
10201,CUST-033,PROD-020,2023-01-09 08:00:00,9,0.2,989.14
10202,CUST-072,PROD-004,2023-01-09 09:00:00,9,0.2,2415.82
10203,CUST-026,PROD-007,2023-01-09 10:00:00,4,0.0,561.96
10204,CUST-054,PROD-006,2023-01-09 11:00:00,1,0.0,114.66
10205,CUST-099,PROD-001,2023-01-09 12:00:00,6,0.2,807.7
10206,CUST-091,PROD-016,2023-01-09 13:00:00,8,0.2,2737.98
10207,CUST-082,PROD-013,2023-01-09 14:00:00,8,0.1,1849.97
10208,CUST-019,PROD-016,2023-01-09 15:00:00,8,0.05,3251.36
10209,CUST-018,PROD-012,2023-01-09 16:00:00,4,0.0,1879.24
10210,CUST-035,PROD-001,2023-01-09 17:00:00,7,0.05,1119.0
10211,CUST-034,PROD-006,2023-01-09 18:00:00,8,0.1,825.55
10212,CUST-079,PROD-015,2023-01-09 19:00:00,9,0.0,2443.95
10213,CUST-060,PROD-017,2033-01-06 20:00:00,7,0.1,165.31
10214,CUST-025,PROD-013,2023-01-09 21:00:00,2,0.05,
10215,CUST-032,PROD-004,2023-01-09 22:00:00,9,0.1,2717.79
10216,CUST-095,PROD-006,2023-01-09 23:00:00,7,0.0,802.62
10217,CUST-058,PROD-005,2023-01-10 00:00:00,4,0.2,798.34
10218,CUST-091,PROD-017,2023-01-10 00:00:00,5,0.1,118.08
10219,CUST-085,PROD-020,2023-01-10 02:00:00,7,0.0,961.66
10220,CUST-008,PROD-015,2033-01-07 03:00:00,2,0.0,543.1
10221,CUST-086,PROD-009,2023-01-10 04:00:00,5,0.2,1332.68
10222,CUST-035,PROD-017,2023-01-10 05:00:00,9,0.2,188.93
10223,CUST-067,PROD-007,2023-01-10 06:00:00,6,0.05,800.79
10224,CUST-062,PROD-006,2023-01-10 07:00:00,1,0.05,108.93
10225,CUST-086,PROD-012,2023-01-10 08:00:00,3,0.1,1268.49
10226,CUST-068,PROD-009,2023-01-10 09:00:00,6,0.2,1599.22
10227,CUST-059,PROD-009,2023-01-10 10:00:00,5,0.0,1665.85
10228,CUST-090,PROD-004,2023-01-10 11:00:00,2,0.05,637.51
10229,CUST-059,PROD-018,2023-01-10 12:00:00,5,0.2,1561.52
10230,CUST-066,PROD-012,2023-01-10 13:00:00,9,0.1,3805.46
10231,CUST-062,PROD-006,2023-01-10 14:00:00,2,0.05,217.85
10232,CUST-030,PROD-020,2023-01-10 15:00:00,4,0.0,549.52
10233,CUST-007,PROD-012,2023-01-10 16:00:00,5,0.05,2231.6
10234,CUST-084,PROD-019,2023-01-10 17:00:00,3,0.0,581.01
10235,CUST-999,PROD-016,2023-01-10 18:00:00,8,0.2,2737.98
10236,CUST-999,PROD-020,2023-01-10 19:00:00,7,0.05,913.58
10237,CUST-070,PROD-011,2023-01-10 20:00:00,9,0.05,2392.38
10238,CUST-043,PROD-011,2023-01-10 21:00:00,8,0.1,2014.63
10239,CUST-071,PROD-016,2023-01-10 22:00:00,7,0.2,
10240,CUST-022,PROD-005,2023-01-10 23:00:00,2,0.2,399.17
10241,CUST-057,PROD-016,2023-01-11 00:00:00,8,0.0,3422.48
10242,CUST-023,PROD-013,2023-01-11 01:00:00,4,0.1,924.98
10243,CUST-076,PROD-010,2023-01-11 02:00:00,6,0.1,314.33
10244,CUST-067,PROD-002,2023-01-11 03:00:00,4,0.05,1499.94
10245,CUST-070,PROD-019,2023-01-11 04:00:00,6,0.05,
10246,CUST-025,PROD-001,2023-01-11 05:00:00,7,0.1,1060.1
10247,CUST-033,PROD-010,2023-01-11 06:00:00,5,0.0,291.05
10248,CUST-090,PROD-019,2023-01-11 07:00:00,1,0.05,183.99
10249,CUST-007,PROD-015,2023-01-11 08:00:00,6,0.2,1303.44
10250,CUST-028,PROD-007,2023-01-11 09:00:00,2,0.2,224.78
10251,CUST-032,PROD-008,2023-01-11 10:00:00,2,0.05,357.77
10252,CUST-031,PROD-010,2023-01-11 11:00:00,8,0.1,419.11
10253,CUST-018,PROD-004,2023-01-11 12:00:00,1,0.1,301.98
10254,CUST-010,PROD-002,2023-01-11 13:00:00,2,0.05,749.97
10255,CUST-034,PROD-019,2023-01-11 14:00:00,1,0.0,193.67
10256,CUST-038,PROD-017,2023-01-11 15:00:00,9,0.0,236.16
10257,CUST-100,PROD-006,2023-01-11 16:00:00,9,0.05,980.34
10258,CUST-011,PROD-020,2023-01-11 17:00:00,0,0.0,0.0
10259,CUST-099,PROD-005,2023-01-11 18:00:00,3,0.05,711.02
10260,CUST-090,PROD-011,2023-01-11 19:00:00,1,0.05,265.82
10261,CUST-005,PROD-016,2023-01-11 20:00:00,4,0.1,1540.12
10262,CUST-062,PROD-009,2023-01-11 21:00:00,9,0.0,2998.53
10263,CUST-043,PROD-010,2023-01-11 22:00:00,4,0.0,232.84
10264,CUST-013,PROD-015,2023-01-11 23:00:00,8,0.1,1955.16
10265,CUST-003,PROD-017,2023-01-12 00:00:00,1,0.0,26.24
10266,CUST-072,PROD-006,2023-01-12 01:00:00,6,0.0,687.96
10267,CUST-091,PROD-017,2023-01-12 02:00:00,5,0.2,104.96
10268,CUST-063,PROD-001,2023-01-12 03:00:00,3,0.1,454.33
10269,CUST-030,PROD-010,2023-01-12 04:00:00,7,0.0,407.47
10270,CUST-003,PROD-001,2023-01-12 05:00:00,2,0.05,319.71
10271,CUST-050,PROD-012,2023-01-12 06:00:00,2,0.2,751.7
10272,CUST-033,PROD-010,2023-01-12 07:00:00,5,0.0,291.05
10273,CUST-054,PROD-003,2023-01-12 08:00:00,7,0.0,1115.52
10274,CUST-999,PROD-019,2023-01-12 09:00:00,2,0.05,367.97
10275,CUST-084,PROD-002,2023-01-12 10:00:00,5,0.1,1776.24
10276,CUST-091,PROD-004,2023-01-12 11:00:00,1,0.0,335.53
10277,CUST-999,PROD-013,2023-01-12 11:00:00,2,0.0,513.88
10278,CUST-012,PROD-018,2023-01-12 13:00:00,9,0.2,
10279,CUST-068,PROD-004,2023-01-12 14:00:00,9,0.2,2415.82
10280,CUST-071,PROD-011,2023-01-12 15:00:00,3,0.1,755.49
10281,CUST-008,PROD-014,2023-01-12 16:00:00,9,0.2,1365.77
10282,CUST-100,PROD-005,2023-01-12 17:00:00,9,0.2,1796.26
10283,CUST-095,PROD-013,2023-01-12 18:00:00,1,0.1,231.25
10284,CUST-033,PROD-017,2023-01-12 19:00:00,4,0.05,99.71
10285,CUST-048,PROD-008,2023-01-12 20:00:00,1,0.0,188.3
10286,CUST-042,PROD-015,2023-01-12 21:00:00,7,0.05,1805.81
10287,CUST-046,PROD-013,2023-01-12 22:00:00,5,0.2,1027.76
10288,CUST-075,PROD-020,2023-01-12 23:00:00,1,0.1,123.64
10289,CUST-067,PROD-008,2023-01-13 00:00:00,4,0.1,677.88
10290,CUST-080,PROD-010,2023-01-13 01:00:00,2,0.0,116.42
10291,CUST-063,PROD-004,2023-01-13 02:00:00,1,0.0,335.53
10292,CUST-026,PROD-016,2023-01-13 03:00:00,7,0.1,
10293,CUST-074,PROD-001,2023-01-13 04:00:00,5,0.2,673.08
10294,CUST-084,PROD-015,2023-01-13 05:00:00,-3,0.05,-773.92
10295,CUST-095,PROD-003,2023-01-13 06:00:00,6,0.05,908.35
10296,CUST-026,PROD-011,2023-01-13 07:00:00,6,0.05,1594.92
10297,CUST-084,PROD-001,2023-01-13 08:00:00,2,0.2,269.23
10298,CUST-071,PROD-014,2023-01-13 09:00:00,2,0.0,379.38
10299,CUST-045,PROD-020,2023-01-13 10:00:00,1,0.05,130.51
10300,CUST-031,PROD-016,2023-01-13 11:00:00,6,0.2,2053.49
10301,CUST-074,PROD-010,2023-01-13 12:00:00,8,0.2,372.54
10302,CUST-015,PROD-001,2023-01-13 13:00:00,8,0.2,1076.93
10303,CUST-011,PROD-012,2023-01-13 14:00:00,1,0.2,375.85
10304,CUST-063,PROD-011,2023-01-13 15:00:00,4,0.0,1119.24
10305,CUST-034,PROD-015,2023-01-13 16:00:00,1,0.0,271.55
10306,CUST-083,PROD-020,2023-01-13 17:00:00,5,0.05,652.55
10307,CUST-087,PROD-015,2023-01-13 18:00:00,9,0.1,2199.56
10308,CUST-012,PROD-017,2023-01-13 19:00:00,4,0.2,83.97
10309,CUST-016,PROD-019,2023-01-13 20:00:00,6,0.2,
10310,CUST-084,PROD-015,2023-01-13 21:00:00,2,0.05,515.95
10311,CUST-003,PROD-010,2023-01-13 22:00:00,8,0.2,372.54
10312,CUST-098,PROD-019,2023-01-13 23:00:00,2,0.2,309.87
10313,CUST-057,PROD-007,2023-01-14 00:00:00,5,0.2,
10314,CUST-054,PROD-004,2023-01-14 01:00:00,4,0.0,1342.12
10315,CUST-062,PROD-012,2023-01-14 02:00:00,3,0.1,1268.49
10316,CUST-074,PROD-006,2023-01-14 03:00:00,4,0.1,412.78
10317,CUST-010,PROD-019,2023-01-14 04:00:00,9,0.0,1743.03
10318,CUST-031,PROD-014,2023-01-14 05:00:00,2,0.0,379.38
10319,CUST-025,PROD-004,2023-01-14 06:00:00,3,0.05,956.26
10320,CUST-060,PROD-007,2023-01-14 07:00:00,9,0.1,1137.97
10321,CUST-019,PROD-007,2023-01-14 08:00:00,7,0.1,885.09
10322,CUST-087,PROD-011,2023-01-14 09:00:00,9,0.05,2392.38
10323,CUST-100,PROD-018,2023-01-14 10:00:00,3,0.0,1171.14
10324,CUST-093,PROD-017,2023-01-14 11:00:00,6,0.0,157.44
10325,CUST-055,PROD-009,2023-01-14 12:00:00,6,0.1,1799.12
10326,CUST-057,PROD-013,2023-01-14 13:00:00,9,0.0,
10327,CUST-030,PROD-018,2023-01-14 14:00:00,1,0.2,312.3
10328,CUST-021,PROD-014,2023-01-14 15:00:00,7,0.1,1195.05
10329,CUST-083,PROD-017,2023-01-14 16:00:00,5,0.1,118.08
10330,CUST-047,PROD-005,2023-01-14 17:00:00,4,0.0,997.92
10331,CUST-056,PROD-001,2023-01-14 18:00:00,2,0.1,302.89
10332,CUST-056,PROD-002,2023-01-14 19:00:00,5,0.05,1874.92
10333,CUST-096,PROD-020,2023-01-14 20:00:00,8,0.2,879.23
10334,CUST-056,PROD-013,2023-01-14 21:00:00,8,0.05,1952.74
10335,CUST-077,PROD-007,2023-01-14 22:00:00,6,0.0,842.94
10336,CUST-010,PROD-007,2023-01-14 23:00:00,9,0.0,1264.41
10337,CUST-078,PROD-018,2023-01-15 00:00:00,5,0.1,1756.71
10338,CUST-069,PROD-020,2023-01-15 01:00:00,9,0.05,1174.6
10339,CUST-058,PROD-019,2023-01-15 02:00:00,7,0.1,1220.12
10340,CUST-072,PROD-003,2023-01-15 03:00:00,9,0.05,1362.53
10341,CUST-075,PROD-012,2023-01-15 04:00:00,2,0.0,939.62
10342,CUST-064,PROD-013,2023-01-15 05:00:00,4,0.05,976.37
10343,CUST-089,PROD-020,2023-01-15 06:00:00,2,0.1,
10344,CUST-096,PROD-010,2023-01-15 07:00:00,7,0.1,366.72
10345,CUST-092,PROD-003,2023-01-15 08:00:00,1,0.05,151.39
10346,CUST-100,PROD-017,2033-01-12 09:00:00,6,0.05,149.57
10347,CUST-033,PROD-012,2023-01-15 10:00:00,4,0.0,1879.24
10348,CUST-022,PROD-018,2023-01-15 11:00:00,7,0.1,2459.39
10349,CUST-066,PROD-010,2023-01-15 12:00:00,1,0.2,46.57
10350,CUST-010,PROD-019,2023-01-15 13:00:00,1,0.0,193.67
10351,CUST-013,PROD-011,2023-01-15 14:00:00,1,0.2,223.85
10352,CUST-012,PROD-002,2023-01-15 15:00:00,8,0.2,2526.21
10353,CUST-019,PROD-005,2023-01-15 16:00:00,4,0.2,798.34
10354,CUST-075,PROD-005,2023-01-15 17:00:00,4,0.0,997.92
10355,CUST-009,PROD-020,2023-01-15 18:00:00,3,0.05,391.53
10356,CUST-049,PROD-008,2023-01-15 19:00:00,4,0.05,715.54
10357,CUST-028,PROD-017,2023-01-15 20:00:00,6,0.05,149.57
10358,CUST-098,PROD-016,2023-01-15 21:00:00,1,0.1,385.03
10359,CUST-011,PROD-017,2023-01-15 22:00:00,6,0.0,157.44
10360,CUST-067,PROD-020,2023-01-15 23:00:00,4,0.2,439.62
10361,CUST-054,PROD-010,2023-01-16 00:00:00,7,0.05,387.1
10362,CUST-096,PROD-006,2023-01-16 01:00:00,7,0.0,802.62
10363,CUST-051,PROD-011,2023-01-16 02:00:00,8,0.2,1790.78
10364,CUST-053,PROD-003,2023-01-16 03:00:00,1,0.05,151.39
