TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount,Name,Region,Signup_Date,Category,Price,Calculated_Revenue,Year,Month,Month_Name
10018,CUST-044,PROD-001,1/1/2023 17:00,4,0,673.08,Customer_44,South,11/1/2020,Clothing,168.27,673.08,2023,1,January
10019,CUST-018,PROD-015,1/1/2023 18:00,7,0.2,1520.68,Customer_18,South,5/3/2020,Furniture,271.55,1520.68,2023,1,January
10020,CUST-098,PROD-006,1/1/2023 19:00,5,0.05,544.63,Customer_98,Midwest,11/14/2021,Electronics,114.66,544.635,2023,1,January
10021,CUST-010,PROD-017,1/1/2023 20:00,3,0,,Customer_10,East,3/8/2020,Electronics,26.24,78.72,2023,1,January
10022,CUST-011,PROD-011,1/1/2023 21:00,9,0.1,2266.46,Customer_11,West,3/15/2020,Clothing,279.81,2266.461,2023,1,January
10023,CUST-021,PROD-019,1/1/2023 22:00,8,0.1,1394.42,Customer_21,West,5/24/2020,Electronics,193.67,1394.424,2023,1,January
10024,CUST-091,PROD-009,1/1/2023 23:00,5,0.1,1499.26,Customer_91,Midwest,9/26/2021,Furniture,333.17,1499.265,2023,1,January
10025,CUST-048,PROD-015,1/2/2023 0:00,6,0.05,,Customer_48,Midwest,11/29/2020,Furniture,271.55,1547.835,2023,1,January
10026,CUST-017,PROD-014,1/2/2023 1:00,3,0,569.07,Customer_17,East,4/26/2020,Office,189.69,569.07,2023,1,January
10027,CUST-048,PROD-017,1/2/2023 2:00,5,0.1,118.08,Customer_48,Midwest,11/29/2020,Electronics,26.24,118.08,2023,1,January
10028,CUST-089,PROD-010,1/2/2023 3:00,3,0.1,157.17,Customer_89,Midwest,9/12/2021,Clothing,58.21,157.167,2023,1,January
10029,CUST-064,PROD-014,1/2/2023 4:00,9,0.2,1365.77,Customer_64,North,3/21/2021,Office,189.69,1365.768,2023,1,January
10030,CUST-099,PROD-002,1/2/2023 5:00,3,0,1184.16,Customer_99,East,11/21/2021,Clothing,394.72,1184.16,2023,1,January
10031,CUST-023,PROD-003,1/2/2023 6:00,2,0,318.72,Customer_23,South,6/7/2020,Office,159.36,318.72,2023,1,January
10032,CUST-088,PROD-011,1/2/2023 7:00,2,0.05,531.64,Customer_88,Midwest,9/5/2021,Clothing,279.81,531.639,2023,1,January
10033,CUST-033,PROD-001,1/2/2023 8:00,8,0.2,1076.93,Customer_33,South,8/16/2020,Clothing,168.27,1076.928,2023,1,January
10034,CUST-031,PROD-002,1/2/2023 9:00,9,0.1,3197.23,Customer_31,East,8/2/2020,Clothing,394.72,3197.232,2023,1,January
10035,CUST-011,PROD-016,1/2/2023 10:00,4,0.2,1368.99,Customer_11,West,3/15/2020,Furniture,427.81,1368.992,2023,1,January
10036,CUST-099,PROD-020,1/2/2023 11:00,7,0,961.66,Customer_99,East,11/21/2021,Electronics,137.38,961.66,2023,1,January
10037,CUST-002,PROD-019,1/2/2023 12:00,4,0.1,697.21,Customer_2,South,1/12/2020,Electronics,193.67,697.212,2023,1,January
10038,CUST-019,PROD-002,1/2/2023 13:00,5,0.1,1776.24,Customer_19,South,5/10/2020,Clothing,394.72,1776.24,2023,1,January
10039,CUST-018,PROD-007,1/2/2023 14:00,9,0.2,1011.53,Customer_18,South,5/3/2020,Furniture,140.49,1011.528,2023,1,January
10040,CUST-023,PROD-011,1/2/2023 15:00,2,0,559.62,Customer_23,South,6/7/2020,Clothing,279.81,559.62,2023,1,January
10041,CUST-072,PROD-004,1/2/2023 16:00,9,0,3019.77,Customer_72,South,5/16/2021,Office,335.53,3019.77,2023,1,January
10042,CUST-020,PROD-020,1/2/2023 17:00,3,0.2,329.71,Customer_20,Midwest,5/17/2020,Electronics,137.38,329.712,2023,1,January
10043,CUST-010,PROD-011,1/2/2023 18:00,5,0.1,1259.14,Customer_10,East,3/8/2020,Clothing,279.81,1259.145,2023,1,January
10044,CUST-099,PROD-010,1/2/2023 19:00,8,0.05,442.4,Customer_99,East,11/21/2021,Clothing,58.21,442.396,2023,1,January
10045,CUST-072,PROD-019,1/2/2023 20:00,1,0.05,183.99,Customer_72,South,5/16/2021,Electronics,193.67,183.9865,2023,1,January
10046,CUST-085,PROD-019,1/2/2023 21:00,1,0,193.67,Customer_85,West,8/15/2021,Electronics,193.67,193.67,2023,1,January
10047,CUST-028,PROD-010,1/2/2023 22:00,9,0.1,471.5,Customer_28,East,7/12/2020,Clothing,58.21,471.501,2023,1,January
10048,CUST-064,PROD-010,1/2/2023 23:00,1,0.05,55.3,Customer_64,North,3/21/2021,Clothing,58.21,55.2995,2023,1,January
10049,CUST-006,PROD-005,1/3/2023 0:00,5,0.1,1122.66,Customer_6,West,2/9/2020,Clothing,249.48,1122.66,2023,1,January
10050,CUST-047,PROD-003,1/3/2023 1:00,3,0.05,454.18,Customer_47,North,11/22/2020,Office,159.36,454.176,2023,1,January
10051,CUST-058,PROD-018,1/3/2023 2:00,1,0.2,312.3,Customer_58,East,2/7/2021,Furniture,390.38,312.304,2023,1,January
10052,CUST-100,PROD-013,1/3/2023 3:00,6,0.1,,Customer_100,East,11/28/2021,Clothing,256.94,1387.476,2023,1,January
10053,CUST-014,PROD-002,1/3/2023 4:00,8,0.2,2526.21,Customer_14,North,4/5/2020,Clothing,394.72,2526.208,2023,1,January
10054,CUST-015,PROD-020,1/3/2023 5:00,0,0.2,0,Customer_15,East,4/12/2020,Electronics,137.38,0,2023,1,January
10055,CUST-033,PROD-014,1/3/2023 6:00,2,0,,Customer_33,South,8/16/2020,Office,189.69,379.38,2023,1,January
10056,CUST-041,PROD-003,1/3/2023 7:00,3,0,478.08,Customer_41,Midwest,10/11/2020,Office,159.36,478.08,2023,1,January
10057,CUST-029,PROD-019,1/3/2023 8:00,4,0.05,735.95,Customer_29,Midwest,7/19/2020,Electronics,193.67,735.946,2023,1,January
10058,CUST-051,PROD-017,1/3/2023 9:00,3,0,78.72,Customer_51,Midwest,12/20/2020,Electronics,26.24,78.72,2023,1,January
10059,CUST-005,PROD-012,1/3/2023 10:00,6,0.1,2536.97,Customer_5,West,2/2/2020,Furniture,469.81,2536.974,2023,1,January
10060,CUST-089,PROD-003,1/3/2023 11:00,4,0.05,605.57,Customer_89,Midwest,9/12/2021,Office,159.36,605.568,2023,1,January
10061,CUST-096,PROD-013,1/3/2023 12:00,8,0.2,1644.42,Customer_96,West,10/31/2021,Clothing,256.94,1644.416,2023,1,January
10062,CUST-078,PROD-008,1/3/2023 13:00,7,0.05,1252.2,Customer_78,North,6/27/2021,Electronics,188.3,1252.195,2023,1,January
10063,CUST-074,PROD-008,1/3/2023 13:00,0,0.05,0,Customer_74,South,5/30/2021,Electronics,188.3,0,2023,1,January
10064,CUST-044,PROD-017,1/3/2023 15:00,2,0.05,49.86,Customer_44,South,11/1/2020,Electronics,26.24,49.856,2023,1,January
10065,CUST-099,PROD-017,1/3/2023 16:00,1,0,26.24,Customer_99,East,11/21/2021,Electronics,26.24,26.24,2023,1,January
10066,CUST-073,PROD-014,1/3/2023 17:00,4,0.05,720.82,Customer_73,North,5/23/2021,Office,189.69,720.822,2023,1,January
10067,CUST-051,PROD-011,1/3/2023 18:00,6,0.05,1594.92,Customer_51,Midwest,12/20/2020,Clothing,279.81,1594.917,2023,1,January
10068,CUST-039,PROD-009,1/3/2023 19:00,2,0.1,599.71,Customer_39,South,9/27/2020,Furniture,333.17,599.706,2023,1,January
10069,CUST-034,PROD-017,12/31/2032 20:00,7,0.2,146.94,Customer_34,South,8/23/2020,Electronics,26.24,146.944,2032,12,December
10070,CUST-086,PROD-007,1/3/2023 21:00,7,0,983.43,Customer_86,Midwest,8/22/2021,Furniture,140.49,983.43,2023,1,January
10071,CUST-077,PROD-018,1/3/2023 22:00,8,0.1,2810.74,Customer_77,East,6/20/2021,Furniture,390.38,2810.736,2023,1,January
10072,CUST-098,PROD-007,1/3/2023 23:00,1,0.05,133.47,Customer_98,Midwest,11/14/2021,Furniture,140.49,133.4655,2023,1,January
10073,CUST-084,PROD-006,1/4/2023 0:00,7,0.05,762.49,Customer_84,East,8/8/2021,Electronics,114.66,762.489,2023,1,January
10074,CUST-056,PROD-001,1/4/2023 1:00,5,0.1,757.22,Customer_56,East,1/24/2021,Clothing,168.27,757.215,2023,1,January
10075,CUST-052,PROD-013,1/4/2023 2:00,8,0,2055.52,Customer_52,North,12/27/2020,Clothing,256.94,2055.52,2023,1,January
10076,CUST-035,PROD-004,1/4/2023 3:00,1,0,335.53,Customer_35,North,8/30/2020,Office,335.53,335.53,2023,1,January
10077,CUST-034,PROD-004,1/4/2023 4:00,1,0.05,318.75,Customer_34,South,8/23/2020,Office,335.53,318.7535,2023,1,January
10078,CUST-021,PROD-008,1/4/2023 5:00,9,0.2,1355.76,Customer_21,West,5/24/2020,Electronics,188.3,1355.76,2023,1,January
10079,CUST-091,PROD-007,1/4/2023 6:00,3,0.05,400.4,Customer_91,Midwest,9/26/2021,Furniture,140.49,400.3965,2023,1,January
10080,CUST-090,PROD-013,1/4/2023 7:00,-8,0.1,-1849.97,Customer_90,Midwest,9/19/2021,Clothing,256.94,-1849.968,2023,1,January
10081,CUST-020,PROD-011,1/4/2023 8:00,4,0,1119.24,Customer_20,Midwest,5/17/2020,Clothing,279.81,1119.24,2023,1,January
10082,CUST-100,PROD-018,1/4/2023 9:00,1,0.1,,Customer_100,East,11/28/2021,Furniture,390.38,351.342,2023,1,January
10083,CUST-084,PROD-003,1/4/2023 10:00,4,0.05,605.57,Customer_84,East,8/8/2021,Office,159.36,605.568,2023,1,January
10084,CUST-002,PROD-010,1/4/2023 11:00,6,0,349.26,Customer_2,South,1/12/2020,Clothing,58.21,349.26,2023,1,January
10085,CUST-060,PROD-011,1/4/2023 12:00,7,0.1,1762.8,Customer_60,South,2/21/2021,Clothing,279.81,1762.803,2023,1,January
10086,CUST-054,PROD-006,1/4/2023 13:00,1,0.2,91.73,Customer_54,North,1/10/2021,Electronics,114.66,91.728,2023,1,January
10087,CUST-003,PROD-009,1/4/2023 14:00,9,0.1,2698.68,Customer_3,East,1/19/2020,Furniture,333.17,2698.677,2023,1,January
10088,CUST-085,PROD-007,1/4/2023 15:00,2,0.2,224.78,Customer_85,West,8/15/2021,Furniture,140.49,224.784,2023,1,January
10089,CUST-033,PROD-007,1/4/2023 15:00,8,0.1,1011.53,Customer_33,South,8/16/2020,Furniture,140.49,1011.528,2023,1,January
10090,CUST-081,PROD-005,1/4/2023 17:00,3,0.1,673.6,Customer_81,North,7/18/2021,Clothing,249.48,673.596,2023,1,January
10091,CUST-085,PROD-006,1/4/2023 18:00,8,0.05,,Customer_85,West,8/15/2021,Electronics,114.66,871.416,2023,1,January
10092,CUST-070,PROD-020,1/4/2023 19:00,8,0.05,1044.09,Customer_70,East,5/2/2021,Electronics,137.38,1044.088,2023,1,January
10093,CUST-073,PROD-018,1/4/2023 20:00,2,0.1,702.68,Customer_73,North,5/23/2021,Furniture,390.38,702.684,2023,1,January
10094,CUST-023,PROD-020,1/4/2023 21:00,2,0.2,219.81,Customer_23,South,6/7/2020,Electronics,137.38,219.808,2023,1,January
10095,CUST-073,PROD-004,1/4/2023 22:00,2,0,671.06,Customer_73,North,5/23/2021,Office,335.53,671.06,2023,1,January
10096,CUST-038,PROD-011,1/4/2023 23:00,1,0.05,265.82,Customer_38,East,9/20/2020,Clothing,279.81,265.8195,2023,1,January
10097,CUST-054,PROD-012,1/5/2023 0:00,8,0.2,3006.78,Customer_54,North,1/10/2021,Furniture,469.81,3006.784,2023,1,January
10098,CUST-022,PROD-015,1/5/2023 1:00,7,0.05,1805.81,Customer_22,North,5/31/2020,Furniture,271.55,1805.8075,2023,1,January
10099,CUST-074,PROD-019,1/5/2023 2:00,6,0,1162.02,Customer_74,South,5/30/2021,Electronics,193.67,1162.02,2023,1,January
10100,CUST-056,PROD-001,1/5/2023 3:00,7,0.1,1060.1,Customer_56,East,1/24/2021,Clothing,168.27,1060.101,2023,1,January
10101,CUST-025,PROD-014,1/5/2023 4:00,2,0.1,341.44,Customer_25,East,6/21/2020,Office,189.69,341.442,2023,1,January
10102,CUST-097,PROD-009,1/5/2023 5:00,2,0,666.34,Customer_97,North,11/7/2021,Furniture,333.17,666.34,2023,1,January
10103,CUST-063,PROD-005,1/5/2023 6:00,7,0,1746.36,Customer_63,West,3/14/2021,Clothing,249.48,1746.36,2023,1,January
10104,CUST-074,PROD-017,1/5/2023 7:00,2,0.2,41.98,Customer_74,South,5/30/2021,Electronics,26.24,41.984,2023,1,January
10105,CUST-058,PROD-007,1/5/2023 8:00,3,0,421.47,Customer_58,East,2/7/2021,Furniture,140.49,421.47,2023,1,January
10106,CUST-021,PROD-017,1/5/2023 9:00,8,0.2,167.94,Customer_21,West,5/24/2020,Electronics,26.24,167.936,2023,1,January
10107,CUST-049,PROD-019,1/5/2023 10:00,1,0,193.67,Customer_49,West,12/6/2020,Electronics,193.67,193.67,2023,1,January
10108,CUST-036,PROD-008,1/5/2023 11:00,4,0,753.2,Customer_36,West,9/6/2020,Electronics,188.3,753.2,2023,1,January
10109,CUST-081,PROD-004,1/5/2023 12:00,9,0.1,2717.79,Customer_81,North,7/18/2021,Office,335.53,2717.793,2023,1,January
10110,CUST-072,PROD-002,1/5/2023 13:00,9,0.2,2841.98,Customer_72,South,5/16/2021,Clothing,394.72,2841.984,2023,1,January
10111,CUST-030,PROD-013,1/5/2023 14:00,8,0,2055.52,Customer_30,West,7/26/2020,Clothing,256.94,2055.52,2023,1,January
10112,CUST-036,PROD-008,1/5/2023 15:00,2,0.2,301.28,Customer_36,West,9/6/2020,Electronics,188.3,301.28,2023,1,January
10113,CUST-092,PROD-015,1/5/2023 16:00,9,0.2,1955.16,Customer_92,West,10/3/2021,Furniture,271.55,1955.16,2023,1,January
10114,CUST-090,PROD-016,1/5/2023 17:00,7,0.2,2395.74,Customer_90,Midwest,9/19/2021,Furniture,427.81,2395.736,2023,1,January
10115,CUST-063,PROD-001,1/5/2023 18:00,6,0,1009.62,Customer_63,West,3/14/2021,Clothing,168.27,1009.62,2023,1,January
10116,CUST-080,PROD-007,1/5/2023 19:00,2,0.05,266.93,Customer_80,North,7/11/2021,Furniture,140.49,266.931,2023,1,January
10117,CUST-011,PROD-003,1/5/2023 20:00,2,0.05,,Customer_11,West,3/15/2020,Office,159.36,302.784,2023,1,January
10118,CUST-067,PROD-012,1/5/2023 21:00,4,0.2,1503.39,Customer_67,Midwest,4/11/2021,Furniture,469.81,1503.392,2023,1,January
10119,CUST-094,PROD-020,1/5/2023 22:00,9,0.1,1112.78,Customer_94,North,10/17/2021,Electronics,137.38,1112.778,2023,1,January
10120,CUST-073,PROD-018,1/5/2023 23:00,2,0.2,624.61,Customer_73,North,5/23/2021,Furniture,390.38,624.608,2023,1,January
10121,CUST-025,PROD-018,1/6/2023 0:00,3,0.05,1112.58,Customer_25,East,6/21/2020,Furniture,390.38,1112.583,2023,1,January
10122,CUST-042,PROD-010,1/6/2023 1:00,1,0.1,52.39,Customer_42,North,10/18/2020,Clothing,58.21,52.389,2023,1,January
10123,CUST-009,PROD-020,1/6/2023 2:00,5,0.1,618.21,Customer_9,West,3/1/2020,Electronics,137.38,618.21,2023,1,January
10124,CUST-035,PROD-016,1/6/2023 3:00,9,0.2,3080.23,Customer_35,North,8/30/2020,Furniture,427.81,3080.232,2023,1,January
10125,CUST-078,PROD-020,1/6/2023 4:00,1,0.2,109.9,Customer_78,North,6/27/2021,Electronics,137.38,109.904,2023,1,January
10126,CUST-100,PROD-017,1/6/2023 5:00,9,0.05,224.35,Customer_100,East,11/28/2021,Electronics,26.24,224.352,2023,1,January
10127,CUST-096,PROD-003,1/6/2023 6:00,6,0.05,908.35,Customer_96,West,10/31/2021,Office,159.36,908.352,2023,1,January
10128,CUST-073,PROD-012,1/6/2023 7:00,3,0,1409.43,Customer_73,North,5/23/2021,Furniture,469.81,1409.43,2023,1,January
10129,CUST-096,PROD-008,1/6/2023 8:00,3,0.2,451.92,Customer_96,West,10/31/2021,Electronics,188.3,451.92,2023,1,January
10130,CUST-031,PROD-001,1/6/2023 9:00,1,0,168.27,Customer_31,East,8/2/2020,Clothing,168.27,168.27,2023,1,January
10131,CUST-057,PROD-016,1/6/2023 10:00,8,0,3422.48,Customer_57,Midwest,1/31/2021,Furniture,427.81,3422.48,2023,1,January
10132,CUST-043,PROD-012,1/6/2023 11:00,5,0.05,2231.6,Customer_43,Midwest,10/25/2020,Furniture,469.81,2231.5975,2023,1,January
10133,CUST-071,PROD-014,1/6/2023 12:00,9,0.1,1536.49,Customer_71,Midwest,5/9/2021,Office,189.69,1536.489,2023,1,January
10134,CUST-023,PROD-017,1/6/2023 13:00,4,0.2,83.97,Customer_23,South,6/7/2020,Electronics,26.24,83.968,2023,1,January
10135,CUST-083,PROD-009,1/6/2023 14:00,8,0.1,2398.82,Customer_83,East,8/1/2021,Furniture,333.17,2398.824,2023,1,January
10136,CUST-085,PROD-001,1/6/2023 15:00,4,0.2,538.46,Customer_85,West,8/15/2021,Clothing,168.27,538.464,2023,1,January
10137,CUST-027,PROD-019,1/6/2023 16:00,7,0.05,1287.91,Customer_27,South,7/5/2020,Electronics,193.67,1287.9055,2023,1,January
10138,CUST-048,PROD-001,1/6/2023 17:00,3,0.2,403.85,Customer_48,Midwest,11/29/2020,Clothing,168.27,403.848,2023,1,January
10139,CUST-059,PROD-013,1/6/2023 18:00,7,0.2,1438.86,Customer_59,South,2/14/2021,Clothing,256.94,1438.864,2023,1,January
10140,CUST-086,PROD-013,1/6/2023 19:00,6,0.2,1233.31,Customer_86,Midwest,8/22/2021,Clothing,256.94,1233.312,2023,1,January
10141,CUST-031,PROD-007,1/6/2023 20:00,6,0.2,674.35,Customer_31,East,8/2/2020,Furniture,140.49,674.352,2023,1,January
10142,CUST-015,PROD-016,1/6/2023 21:00,6,0.2,,Customer_15,East,4/12/2020,Furniture,427.81,2053.488,2023,1,January
10143,CUST-071,PROD-012,1/6/2023 22:00,2,0,939.62,Customer_71,Midwest,5/9/2021,Furniture,469.81,939.62,2023,1,January
10144,CUST-014,PROD-018,1/6/2023 23:00,9,0.05,3337.75,Customer_14,North,4/5/2020,Furniture,390.38,3337.749,2023,1,January
10145,CUST-038,PROD-012,1/7/2023 0:00,9,0.05,4016.88,Customer_38,East,9/20/2020,Furniture,469.81,4016.8755,2023,1,January
10146,CUST-022,PROD-005,1/7/2023 1:00,2,0.2,399.17,Customer_22,North,5/31/2020,Clothing,249.48,399.168,2023,1,January
10147,CUST-023,PROD-004,1/7/2023 2:00,5,0.1,1509.88,Customer_23,South,6/7/2020,Office,335.53,1509.885,2023,1,January
10148,CUST-023,PROD-015,1/7/2023 3:00,2,0.1,488.79,Customer_23,South,6/7/2020,Furniture,271.55,488.79,2023,1,January
10149,CUST-095,PROD-020,1/7/2023 4:00,5,0,686.9,Customer_95,Midwest,10/24/2021,Electronics,137.38,686.9,2023,1,January
10150,CUST-097,PROD-006,1/7/2023 4:00,7,0.05,762.49,Customer_97,North,11/7/2021,Electronics,114.66,762.489,2023,1,January
10151,CUST-011,PROD-005,1/7/2023 6:00,9,0.2,1796.26,Customer_11,West,3/15/2020,Clothing,249.48,1796.256,2023,1,January
10152,CUST-040,PROD-012,1/7/2023 7:00,6,0.05,2677.92,Customer_40,North,10/4/2020,Furniture,469.81,2677.917,2023,1,January
10153,CUST-065,PROD-007,1/7/2023 8:00,7,0.05,,Customer_65,South,3/28/2021,Furniture,140.49,934.2585,2023,1,January
10154,CUST-026,PROD-010,1/7/2023 9:00,8,0.05,442.4,Customer_26,West,6/28/2020,Clothing,58.21,442.396,2023,1,January
10155,CUST-075,PROD-009,1/7/2023 10:00,2,0.05,633.02,Customer_75,North,6/6/2021,Furniture,333.17,633.023,2023,1,January
10156,CUST-037,PROD-016,1/7/2023 11:00,4,0.1,1540.12,Customer_37,East,9/13/2020,Furniture,427.81,1540.116,2023,1,January
10157,CUST-033,PROD-005,1/7/2023 12:00,3,0.1,673.6,Customer_33,South,8/16/2020,Clothing,249.48,673.596,2023,1,January
10158,CUST-019,PROD-008,1/7/2023 13:00,3,0.2,451.92,Customer_19,South,5/10/2020,Electronics,188.3,451.92,2023,1,January
10159,CUST-023,PROD-002,1/7/2023 14:00,5,0.1,1776.24,Customer_23,South,6/7/2020,Clothing,394.72,1776.24,2023,1,January
10160,CUST-067,PROD-002,1/7/2023 15:00,5,0.05,1874.92,Customer_67,Midwest,4/11/2021,Clothing,394.72,1874.92,2023,1,January
10161,CUST-005,PROD-010,1/7/2023 16:00,2,0,116.42,Customer_5,West,2/2/2020,Clothing,58.21,116.42,2023,1,January
10162,CUST-081,PROD-013,1/7/2023 17:00,9,0.2,1849.97,Customer_81,North,7/18/2021,Clothing,256.94,1849.968,2023,1,January
10163,CUST-019,PROD-009,1/7/2023 18:00,1,0,333.17,Customer_19,South,5/10/2020,Furniture,333.17,333.17,2023,1,January
10164,CUST-022,PROD-012,1/7/2023 19:00,5,0.1,2114.15,Customer_22,North,5/31/2020,Furniture,469.81,2114.145,2023,1,January
10165,CUST-044,PROD-002,1/7/2023 20:00,0,0.05,0,Customer_44,South,11/1/2020,Clothing,394.72,0,2023,1,January
10166,CUST-056,PROD-010,1/7/2023 21:00,1,0.1,52.39,Customer_56,East,1/24/2021,Clothing,58.21,52.389,2023,1,January
10167,CUST-033,PROD-010,1/7/2023 22:00,6,0,349.26,Customer_33,South,8/16/2020,Clothing,58.21,349.26,2023,1,January
10168,CUST-038,PROD-008,1/7/2023 23:00,5,0.1,847.35,Customer_38,East,9/20/2020,Electronics,188.3,847.35,2023,1,January
10169,CUST-064,PROD-011,1/8/2023 0:00,2,0.2,447.7,Customer_64,North,3/21/2021,Clothing,279.81,447.696,2023,1,January
10170,CUST-014,PROD-013,1/8/2023 1:00,7,0,1798.58,Customer_14,North,4/5/2020,Clothing,256.94,1798.58,2023,1,January
10171,CUST-068,PROD-010,1/8/2023 2:00,1,0,58.21,Customer_68,North,4/18/2021,Clothing,58.21,58.21,2023,1,January
10172,CUST-048,PROD-009,1/8/2023 3:00,7,0.2,1865.75,Customer_48,Midwest,11/29/2020,Furniture,333.17,1865.752,2023,1,January
10173,CUST-090,PROD-002,1/8/2023 4:00,2,0,789.44,Customer_90,Midwest,9/19/2021,Clothing,394.72,789.44,2023,1,January
10174,CUST-017,PROD-017,1/8/2023 5:00,5,0.2,104.96,Customer_17,East,4/26/2020,Electronics,26.24,104.96,2023,1,January
10175,CUST-048,PROD-002,1/8/2023 6:00,-6,0.1,-2131.49,Customer_48,Midwest,11/29/2020,Clothing,394.72,-2131.488,2023,1,January
10176,CUST-009,PROD-016,1/8/2023 7:00,6,0.05,2438.52,Customer_9,West,3/1/2020,Furniture,427.81,2438.517,2023,1,January
10177,CUST-005,PROD-010,1/8/2023 8:00,5,0.05,,Customer_5,West,2/2/2020,Clothing,58.21,276.4975,2023,1,January
10178,CUST-017,PROD-004,1/8/2023 9:00,4,0.05,1275.01,Customer_17,East,4/26/2020,Office,335.53,1275.014,2023,1,January
10179,CUST-098,PROD-020,1/8/2023 10:00,7,0.05,913.58,Customer_98,Midwest,11/14/2021,Electronics,137.38,913.577,2023,1,January
10180,CUST-049,PROD-001,1/8/2023 11:00,4,0,673.08,Customer_49,West,12/6/2020,Clothing,168.27,673.08,2023,1,January
10181,CUST-008,PROD-004,1/8/2023 11:00,2,0.2,536.85,Customer_8,South,2/23/2020,Office,335.53,536.848,2023,1,January
10182,CUST-040,PROD-004,1/8/2023 13:00,9,0.1,2717.79,Customer_40,North,10/4/2020,Office,335.53,2717.793,2023,1,January
10183,CUST-089,PROD-008,1/8/2023 14:00,8,0.1,,Customer_89,Midwest,9/12/2021,Electronics,188.3,1355.76,2023,1,January
10184,CUST-055,PROD-020,1/8/2023 15:00,2,0,274.76,Customer_55,West,1/17/2021,Electronics,137.38,274.76,2023,1,January
10185,CUST-079,PROD-001,1/8/2023 16:00,6,0.2,807.7,Customer_79,East,7/4/2021,Clothing,168.27,807.696,2023,1,January
10186,CUST-079,PROD-018,1/8/2023 16:00,7,0.2,2186.13,Customer_79,East,7/4/2021,Furniture,390.38,2186.128,2023,1,January
10187,CUST-100,PROD-009,1/8/2023 18:00,5,0.2,1332.68,Customer_100,East,11/28/2021,Furniture,333.17,1332.68,2023,1,January
10188,CUST-051,PROD-017,1/8/2023 19:00,4,0,104.96,Customer_51,Midwest,12/20/2020,Electronics,26.24,104.96,2023,1,January
10189,CUST-085,PROD-005,1/8/2023 20:00,6,0,1496.88,Customer_85,West,8/15/2021,Clothing,249.48,1496.88,2023,1,January
10190,CUST-051,PROD-012,1/8/2023 21:00,7,0.05,3124.24,Customer_51,Midwest,12/20/2020,Furniture,469.81,3124.2365,2023,1,January
10191,CUST-024,PROD-008,1/8/2023 22:00,4,0.2,602.56,Customer_24,South,6/14/2020,Electronics,188.3,602.56,2023,1,January
10192,CUST-009,PROD-009,1/8/2023 23:00,3,0.1,899.56,Customer_9,West,3/1/2020,Furniture,333.17,899.559,2023,1,January
10193,CUST-056,PROD-014,1/9/2023 0:00,3,0.2,455.26,Customer_56,East,1/24/2021,Office,189.69,455.256,2023,1,January
