TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount,Name,Region,Signup_Date,Category,Price
10102,CUST-097,PROD-009,2023-01-05 05:00:00,2,0.0,666.34,Customer_97,North,2021-11-07,Furniture,333.17
10103,CUST-063,PROD-005,2023-01-05 06:00:00,7,0.0,1746.36,Customer_63,West,2021-03-14,Clothing,249.48
10104,CUST-074,PROD-017,2023-01-05 07:00:00,2,0.2,41.98,Customer_74,South,2021-05-30,Electronics,26.24
10105,CUST-058,PROD-007,2023-01-05 08:00:00,3,0.0,421.47,Customer_58,East,2021-02-07,Furniture,140.49
10106,CUST-021,PROD-017,2023-01-05 09:00:00,8,0.2,167.94,Customer_21,West,2020-05-24,Electronics,26.24
10107,CUST-049,PROD-019,2023-01-05 10:00:00,1,0.0,193.67,Customer_49,West,2020-12-06,Electronics,193.67
10108,CUST-036,PROD-008,2023-01-05 11:00:00,4,0.0,753.2,Customer_36,West,2020-09-06,Electronics,188.3
10109,CUST-081,PROD-004,2023-01-05 12:00:00,9,0.1,2717.79,Customer_81,North,2021-07-18,Office,335.53
10110,CUST-072,PROD-002,2023-01-05 13:00:00,9,0.2,2841.98,Customer_72,South,2021-05-16,Clothing,394.72
10111,CUST-030,PROD-013,2023-01-05 14:00:00,8,0.0,2055.52,Customer_30,West,2020-07-26,Clothing,256.94
10112,CUST-036,PROD-008,2023-01-05 15:00:00,2,0.2,301.28,Customer_36,West,2020-09-06,Electronics,188.3
10113,CUST-092,PROD-015,2023-01-05 16:00:00,9,0.2,1955.16,Customer_92,West,2021-10-03,Furniture,271.55
10114,CUST-090,PROD-016,2023-01-05 17:00:00,7,0.2,2395.74,Customer_90,Midwest,2021-09-19,Furniture,427.81
10115,CUST-063,PROD-001,2023-01-05 18:00:00,6,0.0,1009.62,Customer_63,West,2021-03-14,Clothing,168.27
10116,CUST-080,PROD-007,2023-01-05 19:00:00,2,0.05,266.93,Customer_80,North,2021-07-11,Furniture,140.49
10117,CUST-011,PROD-003,2023-01-05 20:00:00,2,0.05,,Customer_11,West,2020-03-15,Office,159.36
10118,CUST-067,PROD-012,2023-01-05 21:00:00,4,0.2,1503.39,Customer_67,Midwest,2021-04-11,Furniture,469.81
10119,CUST-094,PROD-020,2023-01-05 22:00:00,9,0.1,1112.78,Customer_94,North,2021-10-17,Electronics,137.38
10120,CUST-073,PROD-018,2023-01-05 23:00:00,2,0.2,624.61,Customer_73,North,2021-05-23,Furniture,390.38
10121,CUST-025,PROD-018,2023-01-06 00:00:00,3,0.05,1112.58,Customer_25,East,2020-06-21,Furniture,390.38
10122,CUST-042,PROD-010,2023-01-06 01:00:00,1,0.1,52.39,Customer_42,North,2020-10-18,Clothing,58.21
10123,CUST-009,PROD-020,2023-01-06 02:00:00,5,0.1,618.21,Customer_9,West,2020-03-01,Electronics,137.38
10124,CUST-035,PROD-016,2023-01-06 03:00:00,9,0.2,3080.23,Customer_35,North,2020-08-30,Furniture,427.81
10125,CUST-078,PROD-020,2023-01-06 04:00:00,1,0.2,109.9,Customer_78,North,2021-06-27,Electronics,137.38
10126,CUST-100,PROD-017,2023-01-06 05:00:00,9,0.05,224.35,Customer_100,East,2021-11-28,Electronics,26.24
10127,CUST-096,PROD-003,2023-01-06 06:00:00,6,0.05,908.35,Customer_96,West,2021-10-31,Office,159.36
10128,CUST-073,PROD-012,2023-01-06 07:00:00,3,0.0,1409.43,Customer_73,North,2021-05-23,Furniture,469.81
10129,CUST-096,PROD-008,2023-01-06 08:00:00,3,0.2,451.92,Customer_96,West,2021-10-31,Electronics,188.3
10130,CUST-031,PROD-001,2023-01-06 09:00:00,1,0.0,168.27,Customer_31,East,2020-08-02,Clothing,168.27
10131,CUST-057,PROD-016,2023-01-06 10:00:00,8,0.0,3422.48,Customer_57,Midwest,2021-01-31,Furniture,427.81
10132,CUST-043,PROD-012,2023-01-06 11:00:00,5,0.05,2231.6,Customer_43,Midwest,2020-10-25,Furniture,469.81
10133,CUST-071,PROD-014,2023-01-06 12:00:00,9,0.1,1536.49,Customer_71,Midwest,2021-05-09,Office,189.69
10134,CUST-023,PROD-017,2023-01-06 13:00:00,4,0.2,83.97,Customer_23,South,2020-06-07,Electronics,26.24
10135,CUST-083,PROD-009,2023-01-06 14:00:00,8,0.1,2398.82,Customer_83,East,2021-08-01,Furniture,333.17
10136,CUST-085,PROD-001,2023-01-06 15:00:00,4,0.2,538.46,Customer_85,West,2021-08-15,Clothing,168.27
10137,CUST-027,PROD-019,2023-01-06 16:00:00,7,0.05,1287.91,Customer_27,South,2020-07-05,Electronics,193.67
10138,CUST-048,PROD-001,2023-01-06 17:00:00,3,0.2,403.85,Customer_48,Midwest,2020-11-29,Clothing,168.27
10139,CUST-059,PROD-013,2023-01-06 18:00:00,7,0.2,1438.86,Customer_59,South,2021-02-14,Clothing,256.94
10140,CUST-086,PROD-013,2023-01-06 19:00:00,6,0.2,1233.31,Customer_86,Midwest,2021-08-22,Clothing,256.94
10141,CUST-031,PROD-007,2023-01-06 20:00:00,6,0.2,674.35,Customer_31,East,2020-08-02,Furniture,140.49
10142,CUST-015,PROD-016,2023-01-06 21:00:00,6,0.2,,Customer_15,East,2020-04-12,Furniture,427.81
10143,CUST-071,PROD-012,2023-01-06 22:00:00,2,0.0,939.62,Customer_71,Midwest,2021-05-09,Furniture,469.81
10144,CUST-014,PROD-018,2023-01-06 23:00:00,9,0.05,3337.75,Customer_14,North,2020-04-05,Furniture,390.38
10145,CUST-038,PROD-012,2023-01-07 00:00:00,9,0.05,4016.88,Customer_38,East,2020-09-20,Furniture,469.81
10146,CUST-022,PROD-005,2023-01-07 01:00:00,2,0.2,399.17,Customer_22,North,2020-05-31,Clothing,249.48
10147,CUST-023,PROD-004,2023-01-07 02:00:00,5,0.1,1509.88,Customer_23,South,2020-06-07,Office,335.53
10148,CUST-023,PROD-015,2023-01-07 03:00:00,2,0.1,488.79,Customer_23,South,2020-06-07,Furniture,271.55
10149,CUST-095,PROD-020,2023-01-07 04:00:00,5,0.0,686.9,Customer_95,Midwest,2021-10-24,Electronics,137.38
10150,CUST-097,PROD-006,2023-01-07 04:00:00,7,0.05,762.49,Customer_97,North,2021-11-07,Electronics,114.66
10151,CUST-011,PROD-005,2023-01-07 06:00:00,9,0.2,1796.26,Customer_11,West,2020-03-15,Clothing,249.48
10152,CUST-040,PROD-012,2023-01-07 07:00:00,6,0.05,2677.92,Customer_40,North,2020-10-04,Furniture,469.81
10153,CUST-065,PROD-007,2023-01-07 08:00:00,7,0.05,,Customer_65,South,2021-03-28,Furniture,140.49
10154,CUST-026,PROD-010,2023-01-07 09:00:00,8,0.05,442.4,Customer_26,West,2020-06-28,Clothing,58.21
10155,CUST-075,PROD-009,2023-01-07 10:00:00,2,0.05,633.02,Customer_75,North,2021-06-06,Furniture,333.17
10156,CUST-037,PROD-016,2023-01-07 11:00:00,4,0.1,1540.12,Customer_37,East,2020-09-13,Furniture,427.81
10157,CUST-033,PROD-005,2023-01-07 12:00:00,3,0.1,673.6,Customer_33,South,2020-08-16,Clothing,249.48
10158,CUST-019,PROD-008,2023-01-07 13:00:00,3,0.2,451.92,Customer_19,South,2020-05-10,Electronics,188.3
10159,CUST-023,PROD-002,2023-01-07 14:00:00,5,0.1,1776.24,Customer_23,South,2020-06-07,Clothing,394.72
10160,CUST-067,PROD-002,2023-01-07 15:00:00,5,0.05,1874.92,Customer_67,Midwest,2021-04-11,Clothing,394.72
10161,CUST-005,PROD-010,2023-01-07 16:00:00,2,0.0,116.42,Customer_5,West,2020-02-02,Clothing,58.21
10162,CUST-081,PROD-013,2023-01-07 17:00:00,9,0.2,1849.97,Customer_81,North,2021-07-18,Clothing,256.94
10163,CUST-019,PROD-009,2023-01-07 18:00:00,1,0.0,333.17,Customer_19,South,2020-05-10,Furniture,333.17
10164,CUST-022,PROD-012,2023-01-07 19:00:00,5,0.1,2114.15,Customer_22,North,2020-05-31,Furniture,469.81
10165,CUST-044,PROD-002,2023-01-07 20:00:00,0,0.05,0.0,Customer_44,South,2020-11-01,Clothing,394.72
10166,CUST-056,PROD-010,2023-01-07 21:00:00,1,0.1,52.39,Customer_56,East,2021-01-24,Clothing,58.21
10167,CUST-033,PROD-010,2023-01-07 22:00:00,6,0.0,349.26,Customer_33,South,2020-08-16,Clothing,58.21
10168,CUST-038,PROD-008,2023-01-07 23:00:00,5,0.1,847.35,Customer_38,East,2020-09-20,Electronics,188.3
10169,CUST-064,PROD-011,2023-01-08 00:00:00,2,0.2,447.7,Customer_64,North,2021-03-21,Clothing,279.81
10170,CUST-014,PROD-013,2023-01-08 01:00:00,7,0.0,1798.58,Customer_14,North,2020-04-05,Clothing,256.94
10171,CUST-068,PROD-010,2023-01-08 02:00:00,1,0.0,58.21,Customer_68,North,2021-04-18,Clothing,58.21
10172,CUST-048,PROD-009,2023-01-08 03:00:00,7,0.2,1865.75,Customer_48,Midwest,2020-11-29,Furniture,333.17
10173,CUST-090,PROD-002,2023-01-08 04:00:00,2,0.0,789.44,Customer_90,Midwest,2021-09-19,Clothing,394.72
10174,CUST-017,PROD-017,2023-01-08 05:00:00,5,0.2,104.96,Customer_17,East,2020-04-26,Electronics,26.24
10175,CUST-048,PROD-002,2023-01-08 06:00:00,-6,0.1,-2131.49,Customer_48,Midwest,2020-11-29,Clothing,394.72
10176,CUST-009,PROD-016,2023-01-08 07:00:00,6,0.05,2438.52,Customer_9,West,2020-03-01,Furniture,427.81
10177,CUST-005,PROD-010,2023-01-08 08:00:00,5,0.05,,Customer_5,West,2020-02-02,Clothing,58.21
10178,CUST-017,PROD-004,2023-01-08 09:00:00,4,0.05,1275.01,Customer_17,East,2020-04-26,Office,335.53
10179,CUST-098,PROD-020,2023-01-08 10:00:00,7,0.05,913.58,Customer_98,Midwest,2021-11-14,Electronics,137.38
10180,CUST-049,PROD-001,2023-01-08 11:00:00,4,0.0,673.08,Customer_49,West,2020-12-06,Clothing,168.27
10181,CUST-008,PROD-004,2023-01-08 11:00:00,2,0.2,536.85,Customer_8,South,2020-02-23,Office,335.53
10182,CUST-040,PROD-004,2023-01-08 13:00:00,9,0.1,2717.79,Customer_40,North,2020-10-04,Office,335.53
10183,CUST-089,PROD-008,2023-01-08 14:00:00,8,0.1,,Customer_89,Midwest,2021-09-12,Electronics,188.3
10184,CUST-055,PROD-020,2023-01-08 15:00:00,2,0.0,274.76,Customer_55,West,2021-01-17,Electronics,137.38
10185,CUST-079,PROD-001,2023-01-08 16:00:00,6,0.2,807.7,Customer_79,East,2021-07-04,Clothing,168.27
10186,CUST-079,PROD-018,2023-01-08 16:00:00,7,0.2,2186.13,Customer_79,East,2021-07-04,Furniture,390.38
10187,CUST-100,PROD-009,2023-01-08 18:00:00,5,0.2,1332.68,Customer_100,East,2021-11-28,Furniture,333.17
10188,CUST-051,PROD-017,2023-01-08 19:00:00,4,0.0,104.96,Customer_51,Midwest,2020-12-20,Electronics,26.24
10189,CUST-085,PROD-005,2023-01-08 20:00:00,6,0.0,1496.88,Customer_85,West,2021-08-15,Clothing,249.48
10190,CUST-051,PROD-012,2023-01-08 21:00:00,7,0.05,3124.24,Customer_51,Midwest,2020-12-20,Furniture,469.81
10191,CUST-024,PROD-008,2023-01-08 22:00:00,4,0.2,602.56,Customer_24,South,2020-06-14,Electronics,188.3
10192,CUST-009,PROD-009,2023-01-08 23:00:00,3,0.1,899.56,Customer_9,West,2020-03-01,Furniture,333.17
10193,CUST-056,PROD-014,2023-01-09 00:00:00,3,0.2,455.26,Customer_56,East,2021-01-24,Office,189.69
10194,CUST-063,PROD-013,2023-01-09 01:00:00,6,0.0,1541.64,Customer_63,West,2021-03-14,Clothing,256.94
10195,CUST-095,PROD-001,2023-01-09 02:00:00,8,0.2,1076.93,Customer_95,Midwest,2021-10-24,Clothing,168.27
10196,CUST-027,PROD-016,2023-01-09 03:00:00,2,0.05,812.84,Customer_27,South,2020-07-05,Furniture,427.81
10197,CUST-002,PROD-020,2023-01-09 04:00:00,6,0.2,659.42,Customer_2,South,2020-01-12,Electronics,137.38
10198,CUST-075,PROD-006,2023-01-09 05:00:00,1,0.05,,Customer_75,North,2021-06-06,Electronics,114.66
10199,CUST-056,PROD-004,2023-01-09 06:00:00,8,0.2,2147.39,Customer_56,East,2021-01-24,Office,335.53
10200,CUST-025,PROD-017,2023-01-09 07:00:00,9,0.2,188.93,Customer_25,East,2020-06-21,Electronics,26.24
10201,CUST-033,PROD-020,2023-01-09 08:00:00,9,0.2,989.14,Customer_33,South,2020-08-16,Electronics,137.38
10202,CUST-072,PROD-004,2023-01-09 09:00:00,9,0.2,2415.82,Customer_72,South,2021-05-16,Office,335.53
10203,CUST-026,PROD-007,2023-01-09 10:00:00,4,0.0,561.96,Customer_26,West,2020-06-28,Furniture,140.49
10204,CUST-054,PROD-006,2023-01-09 11:00:00,1,0.0,114.66,Customer_54,North,2021-01-10,Electronics,114.66
10205,CUST-099,PROD-001,2023-01-09 12:00:00,6,0.2,807.7,Customer_99,East,2021-11-21,Clothing,168.27
10206,CUST-091,PROD-016,2023-01-09 13:00:00,8,0.2,2737.98,Customer_91,Midwest,2021-09-26,Furniture,427.81
10207,CUST-082,PROD-013,2023-01-09 14:00:00,8,0.1,1849.97,Customer_82,South,2021-07-25,Clothing,256.94
10208,CUST-019,PROD-016,2023-01-09 15:00:00,8,0.05,3251.36,Customer_19,South,2020-05-10,Furniture,427.81
10209,CUST-018,PROD-012,2023-01-09 16:00:00,4,0.0,1879.24,Customer_18,South,2020-05-03,Furniture,469.81
10210,CUST-035,PROD-001,2023-01-09 17:00:00,7,0.05,1119.0,Customer_35,North,2020-08-30,Clothing,168.27
10211,CUST-034,PROD-006,2023-01-09 18:00:00,8,0.1,825.55,Customer_34,South,2020-08-23,Electronics,114.66
10212,CUST-079,PROD-015,2023-01-09 19:00:00,9,0.0,2443.95,Customer_79,East,2021-07-04,Furniture,271.55
10213,CUST-060,PROD-017,2033-01-06 20:00:00,7,0.1,165.31,Customer_60,South,2021-02-21,Electronics,26.24
10214,CUST-025,PROD-013,2023-01-09 21:00:00,2,0.05,,Customer_25,East,2020-06-21,Clothing,256.94
10215,CUST-032,PROD-004,2023-01-09 22:00:00,9,0.1,2717.79,Customer_32,Midwest,2020-08-09,Office,335.53
10216,CUST-095,PROD-006,2023-01-09 23:00:00,7,0.0,802.62,Customer_95,Midwest,2021-10-24,Electronics,114.66
10217,CUST-058,PROD-005,2023-01-10 00:00:00,4,0.2,798.34,Customer_58,East,2021-02-07,Clothing,249.48
10218,CUST-091,PROD-017,2023-01-10 00:00:00,5,0.1,118.08,Customer_91,Midwest,2021-09-26,Electronics,26.24
10219,CUST-085,PROD-020,2023-01-10 02:00:00,7,0.0,961.66,Customer_85,West,2021-08-15,Electronics,137.38
10220,CUST-008,PROD-015,2033-01-07 03:00:00,2,0.0,543.1,Customer_8,South,2020-02-23,Furniture,271.55
10221,CUST-086,PROD-009,2023-01-10 04:00:00,5,0.2,1332.68,Customer_86,Midwest,2021-08-22,Furniture,333.17
10222,CUST-035,PROD-017,2023-01-10 05:00:00,9,0.2,188.93,Customer_35,North,2020-08-30,Electronics,26.24
